idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,Total_wages,ttl_exp,tenure
4911,34,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Transport/Comm/Utility,Sales,Union,9.57,38,364,17,17.08
4912,42,Black,Single,Never married,11,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,3.74,40,150,13,3.25
4919,43,Black,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Sales,Nonunion,5.23,40,209,14,5.17
4920,37,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Managers/Admin,Nonunion,6.08,70,426,13,9.17
4921,35,Black,Married,Has been married,11,Not college grad,South,SMSA,Central city,Manufacturing,Sales,Nonunion,3.86,40,155,11,10.17
4925,40,Black,Married,Has been married,13,Not college grad,Not south,SMSA,Central city,Manufacturing,Sales,Nonunion,13.46,40,538,17,1.83
4926,36,Black,Single,Has been married,16,College grad,South,SMSA,Central city,Manufacturing,Operatives,Nonunion,7.05,40,282,13,9.83
4928,35,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,8.73,40,349,13,3.75
4930,38,Black,Single,Never married,18,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,7.32,40,293,11,5.75
4932,36,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Central city,Personal services,Transport,,2.42,16,39,6,6
4933,37,Black,Single,Never married,12,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,,3.42,60,205,9,3.25
4935,40,Black,Single,Has been married,14,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,4.26,40,170,14,13.83
4937,41,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.53,40,181,6,4.08
4942,42,Black,Single,Never married,16,College grad,South,SMSA,Central city,Manufacturing,Clerical/Unskilled,Nonunion,17.03,40,681,20,8.75
4944,44,Black,Married,Has been married,15,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Union,7.52,35,263,16,3.42
4946,40,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Craftsmen,Union,4.63,40,185,15,10.25
4949,35,Black,Single,Has been married,9,Not college grad,South,SMSA,Central city,Professional services,Laborers,Nonunion,5.27,40,211,12,5.75
4952,36,Black,Single,Has been married,16,College grad,South,SMSA,Central city,Manufacturing,Professional/Technical,Nonunion,17.42,40,697,17,14.75
4953,38,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Union,7.05,40,282,17,11.67
4954,43,Black,Single,Has been married,14,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,3.22,32,103,14,2
4955,42,Black,Married,Has been married,11,Not college grad,South,SMSA,Central city,Professional services,Laborers,Union,3.25,40,130,13,1.08
4957,36,Black,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Sales,Nonunion,9.29,40,372,16,0
4959,35,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Managers/Admin,Nonunion,14.86,50,743,15,12.08
4961,41,White,Married,Has been married,13,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,4.03,20,81,9,2.42
4962,36,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,7.78,55,428,18,11.83
4963,35,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,8.04,40,322,16,14
4964,39,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,6.24,40,250,12,3.25
4965,41,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Business/Repair svc,Managers/Admin,Nonunion,11.42,40,457,18,17.92
4966,43,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,3.83,38,146,18,11.75
4967,37,White,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,7.44,40,298,9,4.83
4968,41,White,Single,Has been married,13,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,,3.69,60,222,15,4
4971,39,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,4.19,40,167,19,9.25
4972,39,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,6.88,45,310,14,11.92
4977,36,White,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Construction,Managers/Admin,,3.66,55,202,10,3.25
4978,44,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,4.65,40,186,20,20.33
4983,38,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.46,40,178,6,5
4987,37,White,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Union,5.27,40,211,13,3.17
4989,39,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Managers/Admin,Union,6.28,50,314,8,6.25
4990,39,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Union,5.81,40,232,7,3
4995,40,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Ag/Forestry/Fisheries,Operatives,,7.59,26,197,12,2.33
4996,35,White,Single,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,Union,6.88,58,399,14,3.5
4998,36,White,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,2.98,17,51,1,0.33
5001,39,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Farm laborers,Nonunion,4.18,40,167,8,0.67
5002,39,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Union,5.61,40,224,9,1.75
5003,44,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.48,38,170,6,5.33
5007,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Nonunion,9.91,40,396,18,16.33
5008,41,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,10.06,40,403,17,1.42
5009,41,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Personal services,Laborers,Nonunion,7.05,40,282,11,4
5010,43,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,21.67,50,1084,20,3.5
5011,42,White,Married,Has been married,16,College grad,South,SMSA,Central city,Manufacturing,Managers/Admin,Nonunion,9.77,55,537,14,4.92
5013,41,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Business/Repair svc,Professional/Technical,Nonunion,6.16,40,247,17,1.75
5015,37,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,12.91,24,310,15,0.75
5017,39,White,Single,Has been married,12,Not college grad,South,SMSA,Central city,Construction,Sales,Nonunion,7.62,38,290,17,8.67
5018,41,White,Married,Has been married,17,College grad,South,SMSA,Not central city,Professional services,Sales,,5.37,40,215,24,4.92
5019,36,White,Single,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,,35.73,45,1608,14,12.5
5021,42,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Sales,Union,4.03,40,161,15,1.25
5024,40,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Other,Nonunion,3.49,40,139,14,2.33
5025,39,Black,Single,Has been married,16,College grad,South,SMSA,Central city,Professional services,Professional/Technical,Nonunion,7.13,40,285,15,12.42
5028,37,Black,Married,Has been married,17,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,5.03,40,201,15,7.83
5029,39,Black,Single,Never married,15,Not college grad,South,Not SMSA,Not central city,Public administration,Sales,Union,9.31,25,233,8,2.67
5033,37,Black,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Public administration,Managers/Admin,Nonunion,11.07,40,443,16,13.33
5041,38,White,Married,Has been married,14,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Sales,Nonunion,6.04,40,242,14,5.83
5042,42,White,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Public administration,Sales,Nonunion,5.35,40,214,6,2
5043,39,Other,Single,Has been married,17,College grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,17.53,40,701,16,6.58
5044,37,Other,Single,Has been married,13,Not college grad,South,SMSA,Not central city,Construction,Professional/Technical,Nonunion,11.61,40,464,16,9.83
5045,44,White,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Public administration,Managers/Admin,Nonunion,11.05,35,387,21,20.58
5046,44,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,5.79,40,232,19,8.33
5047,42,Black,Single,Has been married,6,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,,3.14,40,125,4,1.67
5054,40,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Nonunion,1.56,70,109,2,1.92
5057,44,White,Married,Has been married,15,Not college grad,Not south,SMSA,Central city,Professional services,Sales,,4.83,40,193,8,0.67
5059,38,White,Married,Has been married,18,College grad,South,SMSA,Central city,Professional services,Other,Nonunion,8.71,40,348,15,1.83
5061,38,Black,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,2.8,40,112,8,2.25
5063,39,White,Married,Has been married,16,College grad,South,SMSA,Central city,Professional services,Other,Nonunion,6.2,45,279,6,2.75
5064,45,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Professional/Technical,,5.02,40,201,13,2.58
5065,36,White,Married,Has been married,7,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.22,40,129,16,10.58
5066,41,White,Single,Has been married,14,Not college grad,South,Not SMSA,Not central city,Public administration,Sales,Nonunion,6.51,40,260,14,3.58
5068,40,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.87,40,155,10,0
5072,41,White,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,13.02,5,65,16,1.75
5074,38,White,Married,Has been married,17,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,7.24,40,290,10,5
5077,39,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,2.82,40,113,1,0.42
5078,36,White,Married,Has been married,17,College grad,South,SMSA,Central city,Professional services,Professional/Technical,Union,13.94,40,557,15,9
5079,41,White,Single,Has been married,,Not college grad,South,Not SMSA,Not central city,Professional services,Managers/Admin,Nonunion,4.15,40,166,16,12.17
5080,35,White,Married,Has been married,6,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.41,40,136,9,3.33
5081,39,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Craftsmen,Nonunion,4.03,16,64,9,0.17
5084,42,White,Married,Has been married,17,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,5.89,50,294,17,9.92
5086,39,White,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Public administration,Laborers,Nonunion,2.42,30,72,4,3.33
5088,44,Black,Single,Never married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.27,40,171,14,1.33
5089,36,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.87,37,180,14,5.83
5090,36,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,2.82,20,56,6,0.25
5091,35,Black,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,,4.07,35,143,4,0.25
5095,38,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.02,48,289,15,8.83
5096,39,Black,Single,Has been married,13,Not college grad,South,Not SMSA,Not central city,Manufacturing,Service,Union,6.04,40,242,8,3.08
5098,35,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,,2.65,38,101,10,
5102,35,Black,Single,Never married,16,College grad,Not south,SMSA,Central city,Public administration,Sales,Nonunion,11.61,40,464,18,6.75
5103,44,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,4.53,40,181,17,13
5104,44,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Personal services,Operatives,Nonunion,3.62,40,145,14,2.83
5106,36,Black,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,2.22,48,107,4,0.75
5108,36,Black,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Public administration,Sales,Nonunion,6.58,40,263,14,6.67
5109,38,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,,2.94,40,118,7,0.08
5111,35,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,,5.28,,0,5,0.5
5112,43,White,Single,Never married,18,College grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,2.48,60,149,16,2.42
5113,40,White,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,7.57,45,341,19,18.83
5114,37,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Sales,Nonunion,4.71,40,188,13,10.75
5115,36,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.71,40,188,11,10.92
5117,35,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Mining,Professional/Technical,Nonunion,9.68,40,387,12,2.67
